Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2017,Dylan Donahue,West Georgia,DL,74.63,248,9.00,30.25,,4.75,26,29.5,116,4.23,,
2017,Rasul Douglas,West Virginia,CB,74.00,209,9.25,32.38,,4.59,16,33.5,120,4.26,,
2017,Jela Duncan,Duke,RB,68.88,214,9.250,29.250,,,24,,,,,
2017,Jessamen Dunker,Tennessee State,OG,76.13,318,10.00,33.50,,4.98,23,28.5,108,4.13,7.88,
2017,Brionte Dunn,Ohio State,RB,72.00,214,9.500,31.500,,4.49,23,38.0,126,4.26,6.71,
2017,Malachi Dupre,Louisiana State,WR,74.13,196,9.00,31.50,,4.52,11,39.5,135,4.26,,
2017,Travin Dural,Louisiana State,WR,73.00,202,9.00,32.00,,4.57,,30.5,116,4.55,,
2017,Samson Ebukam,Eastern Washington,OLB,73.88,240,9.630,32.375,,4.50,24,39.0,130,4.34,7.07,
2017,Trey Edmunds,Maryland,RB,72.63,223,9.380,32.375,,4.48,,35.5,122,,7.25,
2017,Aiavion Edwards,Baylor,ILB,72.00,224,9.630,31.250,,4.68,21,34.5,122,4.52,7.46,
2017,Andrew Eide,Brigham Young,OT,76.63,302,9.130,31.625,,5.20,33,30.5,113,4.70,7.93,
2017,Ken Ekanem,Virginia Tech,DL,74.63,257,10.50,32.00,,4.88,20,30.5,115,4.40,,
2017,Corn Elder,Miami (FL),CB,70.13,183,8.75,31.25,,4.55,,35.0,116,,,
2017,Jake Eldrenkamp,Washington,OG,76.50,302,10.000,33.000,,5.39,,26.0,106,4.71,7.71,
2017,Pat Elflein,Ohio State,C,74.75,303,9.75,33.25,21,5.32,22,23.5,99,4.71,,
2017,Ukeme Eligwe,Georgia Southern,OLB,73.63,234,9.500,33.375,,4.58,25,34.0,123,4.40,7.16,
2017,Jake Elliott,Memphis,K,69.25,167,9.00,29.00,,4.79,,,,,,
2017,Brooks Ellis,Arkansas,ILB,73.63,240,9.750,31.750,,4.79,18,29.5,114,4.87,6.79,
2017,Jermaine Eluemunor,Texas A&M,OL,75.63,332,9.50,33.25,,5.22,34,28.5,103,4.90,7.74,
2017,Darius English,South Carolina,OLB,77.38,245,9.880,34.750,,4.84,19,35.0,129,4.94,7.36,
2017,Evan Engram,Mississippi,TE,75.13,234,10.00,33.50,26,4.42,19,36.0,125,4.23,,
2017,Amba Etta-Tawo,Syracuse,WR,73.25,208,9.13,32.00,,4.49,14,31.0,126,4.32,7.04,
2017,Dane Evans,Tulsa (OK),QB,72.38,210,9.750,30.875,,5.05,,31.0,115,4.41,7.22,
2017,Jerod Evans,Virginia Tech,QB,74.63,232,9.38,33.13,21,4.80,,26.5,112,4.41,,
2017,Jordan Evans,Oklahoma,OLB,74.88,232,8.750,31.000,,4.51,19,38.5,119,4.18,7.01,
2017,Justin Evans,Texas A&M,SS,72.00,199,9.75,32.00,25,4.60,14,41.5,129,,,
2017,Gerald Everett,South Alabama,TE,74.75,239,8.50,33.00,24,4.62,22,37.5,126,4.33,,
2017,Dan Feeney,Indiana,OG,76.00,305,10.25,33.38,29,5.24,26,28.0,101,4.68,,
2017,Justin Ferguson,Western Michigan,FS,72.75,202,9.130,32.125,,,12,,,,,
2017,Devonte' Fields,Louisville,OLB,74.38,236,9.00,32.38,,4.72,,34.0,124,4.88,,
2017,Maurice Fleming,West Virginia,CB,70.75,207,9.000,29.375,,4.52,19,32.0,115,4.14,6.87,
2017,Tarean Folston,Notre Dame,RB,69.25,214,9.500,30.375,,4.76,20,33.5,115,4.20,6.93,
2017,Isaiah Ford,Virginia Tech,WR,73.25,194,9.25,32.63,,4.61,14,35.5,127,4.34,,
2017,Johnathan Ford,Auburn,FS,71.13,205,8.88,30.00,,4.40,20,,,4.21,,
2017,D'Onta Foreman,Texas,RB,72.25,233,10.13,31.38,,4.46,18,33.0,120,4.28,7.21,
2017,Reuben Foster,Alabama,LB,72.25,229,10.25,32.38,9,,,,,,,
2017,Leonard Fournette,Louisiana State,RB,72.13,240,9.25,31.63,11,4.51,,28.5,,,,
2017,King Frazier,North Dakota State,RB,71.00,213,9.000,31.000,,4.67,22,32.0,112,4.33,7.13,
2017,Billy Freeman,San Jose State,TE,74.63,236,9.250,30.500,,4.74,22,30.5,112,4.62,7.18,
2017,Kyle Fuller,Baylor,C,76.75,307,9.38,32.88,,5.24,23,26.0,96,4.84,,
2017,Ahmad Fulwood,Florida,WR,76.13,202,9.250,32.000,,4.51,,34.5,124,4.38,7.29,
2017,Brian Gaia,Penn State,C,74.38,292,10.000,31.875,,5.17,32,28.0,105,4.70,7.82,
2017,Wayne Gallman,Clemson,RB,72.25,215,9.13,32.63,,4.60,21,29.5,120,4.28,,
2017,Patrick Gamble,Georgia Tech,DT,76.38,277,,,,,,,,,,
2017,Antonio Garcia,Troy (AL),OT,78.38,302,9.88,33.38,,5.15,24,31.0,108,4.94,7.70,
2017,Myles Garrett,Texas A&M,DE,76.25,272,10.25,35.25,31,4.64,33,41.0,128,4.20,,
2017,Ben Gedeon,Michigan,ILB,73.63,244,10.00,32.63,,4.75,27,34.5,119,4.39,,
2017,Avery Gennesy,Texas A&M,OT,75.00,318,9.50,33.63,,5.35,24,20.0,91,5.00,7.81,
2017,Nate Gerry,Nebraska,SS,73.88,218,9.25,31.25,,4.58,17,30.5,122,4.37,7.14,
2017,Shelton Gibson,West Virginia,WR,71.13,191,8.88,32.00,,4.50,8,32.0,118,4.20,,
2017,Jimmie Gilbert,Colorado,OLB,76.13,231,9.500,32.875,,4.68,12,37.0,120,4.57,,
2017,Ryan Glasgow,Michigan,DT,74.88,302,9.63,33.38,,5.13,20,27.5,105,4.62,,
2017,Davon Godchaux,Louisiana State,DT,75.13,310,10.25,32.38,,5.27,18,29.5,104,4.43,7.82,
2017,Matthew Godin,Michigan,DT,77.50,295,9.000,33.125,,,26,27.0,108,4.81,7.53,
2017,Chris Godwin,Penn State,WR,73.00,209,9.130,31.625,,4.42,19,36.0,125,4.00,,
2017,Randall Goforth,UCLA,FS,69.75,186,9.750,30.250,,4.55,9,27.0,118,4.35,7.13,
2017,Isaiah Golden,McNeese State (LA),DT,74.25,326,9.750,33.625,,5.27,18,26.5,102,4.92,,
2017,Kenny Golladay,Northern Illinois,WR,75.75,218,9.75,32.00,,4.50,18,35.5,120,4.15,,
2017,Zane Gonzalez,Arizona State,K,72.25,202,9.00,29.50,,,,,,,,
2017,Evan Goodman,Arizona State,OG,75.25,306,10.630,33.250,,5.27,22,24.5,100,4.81,7.97,
2017,Eddie Gordon,Louisiana-Lafayette,C,73.00,310,8.130,32.625,,5.07,24,29.5,98,4.71,7.56,
2017,Jermaine Grace,Miami (FL),OLB,72.13,223,9.880,31.750,,4.57,21,33.0,120,4.37,7.37,
2017,Deante Gray,Texas Christian,WR,67.88,184,7.880,30.250,,4.43,12,32.5,115,4.28,7.01,
2017,Derrick Green,Texas Christian,RB,70.25,220,9.000,31.000,,4.76,15,29.5,111,4.40,7.12,
2017,Worth Gregory,East Carolina (NC),P,75.13,204,9.000,31.000,,,,,,,,
2017,Trey Griffey,Arizona,WR,74.13,209,9.750,32.125,,4.59,17,32.5,118,4.50,7.32,
2017,Derrick Griffin,Texas Southern,TE,78.25,248,8.880,33.750,,,11,31.0,119,4.49,,
2017,Shaquill Griffin,Central Florida,DB,71.75,194,8.75,32.38,,4.38,17,38.5,132,4.14,,
2017,Adam Griffith,Alabama,K,69.88,183,8.880,30.250,,,,,,,,
2017,Jay Guillermo,Clemson,C,75.00,298,9.250,31.750,,5.48,33,28.5,105,4.91,7.78,
2017,Nate Hairston,Temple,CB,71.88,196,9.50,31.00,,4.52,14,35.5,118,4.45,6.85,
2017,Daeshon Hall,Texas A&M,DE,77.38,266,9.63,35.00,,4.76,18,36.0,123,4.63,,
2017,Darius Hamilton,Rutgers,DT,73.75,274,8.750,32.875,,,,,,,,
2017,Chad Hansen,California,WR,73.75,202,10.13,32.13,,4.53,11,35.0,119,4.13,,
2017,Justin Hardee,Illinois,WR,72.63,197,9.500,32.250,,4.36,17,34.5,129,4.26,7.28,
2017,Sean Harlow,Oregon State,OG,76.13,303,9.50,32.00,,5.15,26,30.5,105,4.81,,
2017,Charles Harris,Missouri,DE,74.63,253,9.63,32.38,23,4.82,21,32.0,109,4.56,7.35,
2017,Connor Harris,Lindenwood (MO),ILB,71.00,242,9.38,30.13,25,4.73,18,33.0,114,4.18,,
2017,Nigel Harris,South Florida,OLB,73.13,220,9.750,31.875,,4.57,15,36.0,114,4.52,7.45,
2017,Josh Harvey-Clemons,Louisville,FS,76.13,217,10.38,35.38,,4.76,12,31.5,121,4.59,7.09,
2017,Keon Hatcher,Arkansas,WR,73.25,212,9.50,32.00,,4.64,16,,,4.28,,
2017,Carlos Henderson,Louisiana Tech,WR,70.75,199,9.13,31.38,,4.46,13,36.0,131,4.35,,
2017,DeAngelo Henderson,Coastal Carolina (SC),RB,67.50,208,9.50,29.00,,4.48,20,34.0,120,4.57,7.26,
2017,Trey Hendrickson,Florida Atlantic,DE,75.88,266,9.88,32.00,,4.65,18,33.5,122,4.40,,
2017,Jordan Herdman,Simon Fraser (Canada),LB,70.75,238,8.13,29.88,,,,,,,,
2017,Treyvon Hester,Toledo,DT,74.13,300,10.130,32.625,,,,,,,,
2017,Darian Hicks,Michigan State,CB,70.38,188,8.750,30.375,,4.59,19,34.5,119,4.44,7.02,
2017,Cole Hikutini,Louisville,TE,76.13,247,10.00,32.75,,4.85,20,34.5,120,4.34,7.22,
2017,Brian Hill,Wyoming,RB,72.63,219,8.88,31.38,,4.54,15,34.0,125,4.32,,
2017,Delano Hill,Michigan,SS,72.63,216,9.38,32.13,,4.47,17,33.5,115,4.27,,
2017,Perry Hills,Maryland,QB,74.25,209,9.000,32.250,,4.69,,32.0,113,4.38,7.09,
2017,Will Hines,Southeastern Louisiana,CB,73.00,190,9.130,32.750,,4.61,10,38.0,124,4.38,7.37,
2017,Bucky Hodges,Virginia Tech,TE,78.13,257,10.13,32.50,,4.57,18,39.0,134,4.45,,
2017,Krishawn Hogan,Marian (IN),WR,74.63,222,9.88,32.13,,4.56,13,36.5,124,4.21,,
2017,Colin Holba,Louisville,LS,76.38,248,9.63,33.63,,5.19,,28.0,115,,,
2017,Will Holden,Vanderbilt,OT,79.38,311,10.130,33.250,,5.45,23,28.0,111,4.72,,
2017,Deon Hollins,UCLA,OLB,72.00,234,9.750,32.125,,4.63,14,29.5,116,4.65,7.38,
2017,Mack Hollins,North Carolina,WR,75.75,221,9.75,33.25,,4.53,,,,,,
2017,T.J. Holloman,South Carolina,ILB,74.50,232,9.250,31.750,,4.90,23,27.5,110,4.87,7.65,
2017,Brandon Holloway,Mississippi State,WR,67.00,160,9.000,29.750,,4.34,,38.5,122,4.09,6.87,
2017,Justin Holman,Central Florida,QB,75.88,215,9.750,31.500,,4.71,,35.5,110,4.21,7.19,
2017,Joshua Holsey,Auburn,CB,69.75,190,9.130,29.750,,4.48,15,35.0,118,4.40,6.99,
2017,Elijah Hood,North Carolina,RB,71.75,232,9.38,30.38,,4.57,18,31.5,113,4.34,7.12,
2017,Malik Hooker,Ohio State,FS,73.38,206,10.75,32.25,17,,,,,,,
2017,Bart Houston,Wisconsin,QB,75.00,234,9.380,31.750,,5.12,,29.0,106,4.44,7.00,
2017,Bug Howard,North Carolina,WR,75.63,221,10.38,33.13,,4.58,15,37.5,119,4.14,,
2017,Darrien Howard,West Virginia,DT,72.13,299,9.500,33.000,,4.96,26,29.0,112,4.64,7.21,
2017,O.J. Howard,Alabama,TE,77.63,251,10.00,33.75,27,4.51,22,30.0,121,4.16,,
2017,Marlon Humphrey,Alabama,CB,72.25,197,8.75,32.25,20,4.41,10,,125,4.28,,
2017,Cameron Hunt,Oregon,OG,75.75,307,9.380,31.875,,5.47,24,23.5,94,4.70,7.96,
2017,Hayden Hunt,Colorado State,P,71.75,212,9.25,29.88,,,,,,,,
2017,Kareem Hunt,Toledo,RB,70.50,216,9.63,31.38,,4.62,18,36.5,119,4.53,7.22,
2017,Danny Isidora,Miami (FL),OG,75.25,306,9.88,33.00,,5.03,26,29.0,94,4.90,,
2017,Joey Ivie,Florida,DT,75.13,298,9.630,32.500,,5.14,23,29.5,105,4.72,8.09,
2017,Adoree Jackson,Southern California,CB,69.75,186,9.25,31.38,,4.42,,36.0,122,,6.63,
2017,Eddie Jackson,Alabama,FS,72.00,201,9.25,32.25,,,10,,,4.20,,
2017,Chanceller James,Boise State,SS,74.38,215,10.250,32.000,,4.61,21,31.0,121,4.27,7.07,
2017,Nick James,Mississippi State,DT,76.38,328,9.880,32.250,,5.06,29,32.5,101,4.65,7.62,
2017,Tyrique Jarrett,Pittsburgh,DT,74.00,340,9.000,33.500,,5.45,22,22.5,98,5.10,,
2017,Blake Jarwin,Oklahoma State,TE,77.13,248,9.880,34.125,,4.73,21,34.5,121,4.33,7.44,
2017,A.J. Jefferson,Mississippi State,DE,74.50,280,,,,,,,,,,
2017,Rickey Jefferson,Louisiana State,FS,70.75,208,8.630,30.750,,4.59,17,35.5,120,4.33,6.96,
2017,Rayshawn Jenkins,Miami (FL),FS,73.25,214,9.630,32.750,,4.51,19,37.0,127,4.20,7.06,
2017,Lorenzo Jerome,St. Francis (PA),SS,70.50,204,8.63,30.63,,4.70,11,,,4.68,7.14,
2017,Denzel Johnson,Texas Christian,SS,72.38,198,9.630,31.750,,4.67,17,35.5,121,4.58,7.15,
2017,Dorian Johnson,Pittsburgh,OG,76.63,300,10.88,35.25,24,5.27,21,30.0,114,5.09,,
2017,Jadar Johnson,Clemson,FS,72.50,206,9.25,32.00,,4.60,19,33.0,119,4.20,6.94,
2017,Jaleel Johnson,Iowa,DT,74.88,316,9.63,33.25,,5.38,19,28.0,100,4.75,,
2017,Jeremy Johnson,Auburn,QB,76.25,232,9.380,33.250,,4.75,,31.5,114,4.46,7.07,
2017,John Johnson,Boston College,FS,72.63,208,9.88,32.00,,4.61,14,37.0,119,4.18,,
2017,Jordan Johnson,Buffalo,RB,72.75,223,9.000,30.375,,4.65,19,35.5,121,4.59,7.44,
2017,Roderick Johnson,Florida State,OT,78.63,298,10.75,36.00,23,4.90,21,29.5,103,5.17,7.92,
2017,Trevon Johnson,Weber State (UT),ILB,72.50,227,8.880,32.500,,4.55,19,30.0,118,4.60,7.40,
2017,Cameron Johnston,Ohio State,P,71.25,194,9.00,31.00,,4.92,,,,,,
2017,Aaron Jones,Texas-El Paso,RB,69.13,208,9.50,32.50,,4.56,16,37.5,127,4.20,,
2017,D.J. Jones,Mississippi,DT,72.63,319,10.25,32.50,,5.04,25,28.5,108,4.66,,
2017,David Jones,Richmond (VA),FS,73.13,205,8.250,31.625,,4.43,12,34.0,129,4.32,7.31,
2017,Derrick Jones,Mississippi,CB,73.88,189,9.250,32.875,,4.48,9,41.0,140,4.41,7.03,
2017,DeShawn Jones,Campbell,RB,71.25,203,9.380,32.000,,,17,,,,,
2017,Jarron Jones,Notre Dame,DT,77.63,316,10.50,35.50,,5.33,22,20.5,102,4.53,8.01,
2017,Joseph Jones,Northwestern,OLB,71.75,231,8.500,31.500,,4.50,18,35.0,123,4.22,6.83,
2017,Josh Jones,North Carolina State,FS,73.25,220,9.38,32.00,17,4.41,20,37.5,132,4.27,7.05,
2017,JT Jones,Miami (OH),DE,73.13,249,9.880,33.750,,,16,39.5,128,4.36,7.10,
2017,Nazair Jones,North Carolina,DT,76.63,304,10.88,34.63,,5.11,18,24.5,101,4.64,,
2017,Sidney Jones,Washington,CB,71.75,186,9.38,31.50,,4.47,12,33.5,123,4.28,,
2017,Zay Jones,East Carolina (NC),WR,73.88,201,9.00,32.50,,4.45,15,36.5,133,4.01,,
2017,Dieugot Joseph,Florida International,OT,77.75,293,10.630,35.625,,5.21,21,31.0,102,4.87,7.83,
2017,Cameron Judge,UCLA,OLB,72.88,220,9.750,31.000,,4.55,19,36.5,131,4.19,6.81,
2017,Brad Kaaya,Miami (FL),QB,75.75,214,9.75,32.00,34,,,,,,,
2017,Kyle Kalis,Michigan,OG,76.25,308,10.25,32.88,,5.52,30,24.5,99,4.62,7.84,
2017,Francis Kallon,Georgia Tech,DT,77.38,295,10.250,35.375,,5.00,21,31.0,108,4.53,7.13,
2017,Alvin Kamara,Tennessee,RB,69.75,214,9.25,32.75,24,4.56,15,39.5,131,4.56,7.10,
2017,Damontae Kazee,San Diego State,CB,70.25,184,8.63,30.88,,4.54,11,34.0,124,4.27,7.11,
2017,Chad Kelly,Mississippi,QB,73.75,224,9.130,32.000,22,,,,,4.08,,
2017,Keith Kelsey,Louisville,ILB,72.25,233,10.130,31.375,,4.92,23,29.5,111,4.62,,
2017,Jojo Kemp,Kentucky,RB,69.50,204,8.500,30.000,,4.67,23,36.5,121,4.53,7.48,
2017,Gunner Kiel,Cincinnati,QB,75.25,211,9.500,31.500,,4.84,,35.0,117,4.53,7.47,
2017,Tim Kimbrough,Georgia,ILB,71.38,234,9.250,32.500,,,,,,,,
2017,Desmond King,Iowa,CB,70.25,201,9.63,31.13,,4.60,14,34.0,117,4.18,,
2017,Jason King,Purdue,OG,75.50,303,10.000,33.125,,5.30,35,31.0,107,4.72,7.75,
2017,Kevin King,Washington,CB,75.25,200,9.50,32.00,,4.43,11,39.5,,3.89,,
2017,George Kittle,Iowa,TE,75.75,247,9.25,33.13,,4.52,18,35.0,132,4.59,7.00,
2017,DeShone Kizer,Notre Dame,QB,76.13,233,9.88,33.13,28,4.83,,30.5,107,4.53,,
2017,Trevor Knight,Texas A&M,QB,72.75,219,9.880,30.625,,4.54,,35.5,124,4.14,,
2017,Alex Kozan,Auburn,OG,75.50,309,10.750,33.125,,5.53,18,31.0,99,4.83,7.84,
2017,Tanoh Kpassagnon,Villanova,DE,78.88,289,10.63,35.63,,4.83,23,30.0,128,4.69,,
2017,Brandon Kublanow,Georgia,C,74.00,300,8.880,32.000,,5.27,31,29.0,100,4.69,8.01,
2017,Cooper Kupp,Eastern Washington,WR,73.75,204,9.50,31.50,37,4.62,,31.0,116,4.08,6.53,
2017,Forrest Lamp,Western Kentucky,OG,75.75,309,10.63,32.25,25,5.00,34,27.5,111,4.62,,
2017,Ashton Lampkin,Oklahoma State,CB,72.00,189,9.38,31.00,,4.52,19,34.5,120,4.21,7.26,
2017,Jerome Lane,Akron,WR,74.13,226,9.75,31.50,,4.60,16,35.0,125,4.12,,
2017,Harvey Langi,Brigham Young,DE,73.63,251,9.13,32.88,,4.66,23,33.0,118,4.45,,
2017,Brendan Langley,Lamar (TX),CB,72.25,201,9.50,32.00,,4.43,22,35.5,123,4.21,,
2017,Marshon Lattimore,Ohio State,CB,72.00,193,8.88,31.25,23,4.36,,38.5,132,4.12,,
2017,Darrin Laufasa,Texas-El Paso,FB,72.63,235,9.750,30.750,,4.81,19,33.5,119,4.53,7.30,
2017,John Law,Appalachian State (NC),ILB,71.38,232,9.130,32.250,,4.75,19,35.0,119,4.17,7.03,
2017,Des Lawrence,North Carolina,CB,71.75,187,8.380,30.500,,4.55,20,32.0,114,4.23,6.88,
2017,Carl Lawson,Auburn,DE,73.63,261,10.38,31.50,,4.67,35,33.0,114,4.62,,
2017,Javarius Leamon,South Carolina State,OL,78.75,332,9.63,35.25,,,22,23.5,91,5.12,8.28,
2017,Jeremiah Ledbetter,Arkansas,DE,74.88,280,10.00,34.25,,4.84,29,32.5,113,4.47,,
2017,Cameron Lee,Illinois State,OG,76.63,312,10.88,33.88,,5.44,18,25.5,100,4.75,8.13,
2017,Elijah Lee,Kansas State,LB,74.50,228,9.000,31.500,,4.72,18,38.0,122,4.30,7.05,
2017,Marquel Lee,Wake Forest,LB,75.25,240,9.50,32.50,,4.78,25,31.0,118,4.33,7.28,
2017,Jordan Leggett,Clemson,TE,77.00,258,10.38,33.50,,4.71,18,33.0,114,4.33,7.26,
2017,Mitch Leidner,Minnesota,QB,75.38,226,10.00,33.75,,4.93,,34.5,123,4.25,,
2017,Corey Levin,Tennessee-Chattanooga,OL,75.75,307,10.88,33.50,,5.16,26,26.5,106,4.73,,
2017,Jourdan Lewis,Michigan,CB,70.00,188,9.25,31.63,,4.54,15,34.5,121,4.38,6.88,
2017,LaTroy Lewis,Tennessee,DE,75.25,254,9.500,32.875,,4.85,21,32.0,117,4.38,7.48,
2017,Jeremy Liggins,Mississippi,OG,75.13,315,10.130,34.500,,4.92,23,31.0,112,4.76,7.94,
2017,William Likely,Maryland,FS,67.13,180,9.50,29.00,,,15,,,,,
2017,Prescott Line,Michigan State,FB,71.38,246,8.880,29.000,,4.96,39,29.0,105,4.32,7.18,
2017,Sefo Liufau,Colorado,QB,75.38,232,10.75,33.50,,5.08,,27.0,105,4.45,,
2017,Abner Logan,Albany (NY),OLB,73.63,243,10.130,30.375,,4.76,29,35.5,120,4.56,7.13,
2017,T.J. Logan,North Carolina,RB,69.13,196,9.00,32.00,,4.37,17,33.5,121,4.43,6.61,
2017,Shalom Luani,Washington State,SS,71.38,202,9.75,32.00,,4.55,12,31.0,116,4.21,,
2017,Keevan Lucas,Tulsa (OK),WR,69.13,192,9.88,31.88,,4.55,11,32.5,119,4.43,7.29,
2017,Cole Luke,Notre Dame,CB,71.25,198,8.880,29.875,,4.63,11,35.5,113,4.16,6.82,
2017,Wes Lunt,Illinois,QB,76.25,222,9.250,32.000,,4.87,,29.5,109,4.44,7.28,
2017,Marlon Mack,South Florida,RB,70.75,213,9.00,32.00,,4.50,15,35.5,125,4.22,,
2017,Erik Magnuson,Michigan,OG,76.75,305,9.130,32.125,,5.41,21,25.0,97,4.94,8.07,
2017,Sean Maguire,Florida State,QB,73.88,219,8.880,30.875,,5.24,,24.0,99,4.66,7.53,
2017,Patrick Mahomes,Texas Tech,QB,74.13,225,9.25,33.25,24,4.80,,30.0,114,4.08,,
2017,Josh Malone,Tennessee,WR,74.63,208,9.63,31.38,,4.40,10,30.5,121,4.19,,
2017,Damien Mama,Southern California,OG,75.25,334,11.00,35.00,,5.84,,24.5,96,5.38,8.25,
2017,Jamal Marcus,Akron,OLB,73.75,240,10.500,32.375,,4.77,17,33.5,124,4.36,7.26,
2017,Gabe Marks,Washington State,WR,70.75,189,8.75,30.38,,4.56,11,29.5,117,4.20,,
2017,ITavius Mathers,Middle Tennessee State,RB,70.88,203,9.000,31.000,,4.46,21,32.0,122,4.36,7.17,
2017,Joe Mathis,Washington,DE,74.13,266,9.00,33.00,,,24,,,,,
2017,Quincy Mauger,Georgia,SS,71.63,208,9.380,30.125,,4.60,20,37.5,121,4.18,6.88,
2017,Arthur Maulet,Memphis,CB,69.75,189,9.63,31.25,,4.62,18,34.5,120,4.22,7.12,
2017,Marcus Maye,Florida,FS,71.63,210,9.13,32.50,,4.47,,33.5,118,4.12,7.07,
2017,Devante Mays,Utah State,RB,70.38,230,8.630,31.750,,4.52,22,40.5,129,4.53,7.43,
2017,Christian McCaffrey,Stanford,RB,71.25,202,9.00,30.00,21,4.48,10,37.5,121,4.22,,
2017,Conor McDermott,UCLA,OT,80.13,307,11.00,34.75,,5.18,22,28.5,105,4.58,,
2017,Malik McDowell,Michigan State,DT,77.75,295,10.50,34.75,15,4.85,23,28.5,112,,,
2017,Torren McGaster,Vanderbilt,CB,71.13,205,8.880,29.750,,4.60,12,30.0,114,4.33,7.06,
2017,Elijah McGuire,Louisiana-Lafayette,RB,69.75,214,9.00,31.00,,4.53,15,36.0,120,4.56,,
2017,Isaiah McKenzie,Georgia,WR,67.25,173,8.880,28.875,,4.42,11,36.0,123,4.15,,
2017,Takkarist McKinley,UCLA,DE,74.13,250,9.75,34.75,,4.59,24,33.0,122,4.32,,
2017,Jonathan McLaughlin,Virginia Tech,OG,76.13,302,9.380,34.250,,5.54,,24.0,93,4.95,8.03,
2017,Raekwon McMillan,Ohio State,LB,73.75,240,9.75,33.00,28,4.61,23,33.0,121,,,
2017,Taylor McNamara,Southern California,TE,76.38,252,9.880,33.250,,4.78,14,32.5,117,4.36,7.07,
2017,Jeremy McNichols,Boise State,RB,68.63,214,10.00,31.50,,4.49,,35.5,121,4.28,,
2017,Leon McQuay,Southern California,FS,73.13,197,9.500,31.875,,,12,33.0,122,,,
2017,Marcus McWilson,Kentucky,SS,72.00,198,9.880,31.250,,4.57,19,34.0,118,4.33,7.23,
2017,Obi Melifonwu,Connecticut,FS,76.00,224,9.13,32.50,,4.40,17,44.0,141,4.30,7.07,
2017,Matt Milano,Boston College,OLB,72.25,223,9.38,32.00,,4.67,24,35.0,126,4.38,,
2017,Kwayde Miller,San Diego State,OT,79.25,303,9.250,32.875,,5.24,21,32.0,107,4.63,7.50,
2017,Joe Mixon,Oklahoma,RB,72.75,226,10.250,30.125,12,4.45,21,35.0,118,4.27,7.10,
2017,Taquan Mizzell,Virginia,RB,69.75,197,9.000,31.000,,4.55,15,34.0,114,4.25,7.00,
2017,Derrick Moncrief,Oklahoma State,SS,74.00,215,8.880,31.375,,4.55,16,36.5,126,4.52,7.25,
2017,Alonzo Moore,Nebraska,WR,72.88,199,9.880,31.625,,4.47,,32.0,119,4.17,6.79,
2017,David Moore,East Central (OK),WR,72.63,219,9.500,30.625,,4.43,26,36.5,124,4.38,6.98,
2017,Jordan Moore,Texas-San Antonio,OLB,73.75,227,9.880,31.625,,4.62,19,34.0,121,4.57,7.59,
2017,Kailo Moore,Mississippi,CB,71.00,196,9.130,31.250,,4.47,5,39.5,126,4.46,7.37,
2017,Fabian Moreau,UCLA,CB,71.88,206,9.00,31.38,23,4.35,,38.0,136,4.12,,
2017,Drew Morgan,Arkansas,WR,71.75,190,9.50,30.38,,4.74,10,30.0,112,4.12,6.63,
2017,Jordan Morgan,Kutztown,OG,74.75,309,10.00,34.63,,5.36,21,27.0,102,4.73,,
2017,Avery Moss,Youngstown State (OH),DE,75.13,264,10.38,34.50,,4.79,14,32.5,114,4.62,,
2017,Taylor Moton,Western Michigan,OG,77.38,319,10.63,34.13,,5.18,23,30.5,109,4.58,,
2017,Al-Quadin Muhammad,Miami (FL),DE,75.25,253,9.38,33.25,,4.88,22,30.5,117,4.37,7.46,
2017,Khalfani Muhammad,California,RB,67.13,170,9.250,28.875,,4.38,11,38.5,126,4.27,6.74,
2017,Nick Mullens,Southern Mississippi,QB,72.88,214,9.130,30.250,,4.90,,31.0,104,4.47,7.40,
2017,Chris Muller,Rutgers,OG,77.88,315,10.000,33.250,,5.35,34,29.0,110,4.86,7.72,
2017,Johnny Mundt,Oregon,TE,76.25,243,9.630,32.375,,4.74,21,30.0,113,4.24,7.21,
2017,Najee Murray,Kent State (OH),CB,68.63,182,8.880,29.750,,4.54,15,34.0,122,4.05,6.83,
2017,Levon Myers,Northern Illinois,OT,76.75,309,9.880,33.250,,5.41,24,26.5,102,5.06,7.52,
2017,Jalen Myrick,Minnesota,CB,69.63,200,8.75,31.63,,4.28,13,37.5,124,4.22,7.02,
2017,Kai Nacua,Brigham Young,FS,72.75,205,9.630,31.750,,4.49,15,39.0,127,4.14,6.87,
2017,Davonte Neal,Arizona,CB,69.13,180,8.380,31.000,,4.70,9,32.0,113,4.28,7.09,
2017,Lewis Neal,Louisiana State,DE,72.50,261,9.630,33.375,,4.75,23,31.0,117,4.44,7.54,
2017,T.J. Neal,Auburn,ILB,72.00,236,9.500,30.375,,4.79,19,31.0,108,4.41,7.63,
2017,Derrick Nelson,Rutgers,C,74.88,298,9.250,32.875,,5.44,26,28.0,109,4.73,7.75,
2017,Philip Nelson,East Carolina (NC),QB,73.38,203,9.380,30.875,,4.80,,35.5,115,4.42,7.08,
2017,Terrell Newby,Nebraska,RB,69.38,204,9.130,30.500,,4.53,,35.0,113,4.22,6.87,
